word,freq
wio,30
actions,29
central,29
certain,29
challenges,29
china,29
contract,29
currently,29
form,29
legitimate,29
number,29
operational,29
proposal,29
regulatory,29
terms,29
together,29
tunis,29
view,29
addressed,28
concerns,28
decision-making,28
might,28
potential,28
require,28
any,27
article,27
benefit,27
cyberspace,27
due,27
exercise,27
financial,27
less,27
limited,27
major,27
meetings,27
neutrality,27
oecd,27
operations,27
pdf,27
practice,27
present,27
problems,27
required,27
scope,27
similar,27
three,27
achieve,26
applications,26
basic,26
become,26
bring,26
cases,26
competition,26
cooperation,26
everyone,26
importance,26
levels,26
measures,26
opportunities,26
parties,26
practices,26
regarding,26
requires,26
status,26
treaties,26
and,25
association,25
design,25
enable,25
fact,25
forms,25
justice,25
large,25
like,25
matters,25
much,25
often,25
purpose,25
remote,25
response,25
secretariat,25
several,25
solutions,25
technological,25
ability,24
accessibility,24
accountable,24
addition,24
already,24
application,24
assembly,24
barriers,24
challenge,24
considered,24
contribution,24
dialogue,24
directly,24
discussed,24
entity,24
google,24
least,24
offline,24
plenary,24
point,24
protocols,24
regulation,24
structure,24
that,24
tld,24
account,23
adopted,23
agreed,23
better,23
called,23
documents,23
equitable,23
especially,23
etc,23
european,23
funding,23
help,23
itu,23
lead,23
particularly,23
reach,23
strong,23
such,23
across,22
arrangements,22
but,22
commercial,22
context,22
contribute,22
contributions,22
core,22
cyber,22
defined,22
fair,22
freely,22
globalization,22
ideas,22
intergovernmental,22
internet-related,22
mses,22
outcomes,22
person,22
provided,22
remain,22
see,22
seek,22
serve,22
server,22
stated,22
trust,22
upon,22
value,22
ways,22
advisory,21
basis,21
broad,21
broader,21
collaboration,21
document,21
exchange,21
greater,21
implement,21
included,21
inclusion,21
mass,21
member,21
press,21
procedures,21
proposals,21
provides,21
requests,21
session,21
towards,21
accepted,20
addresses,20
apply,20
businesses,20
collective,20
come,20
commission,20
debate,20
difficult,20
either,20
establish,20
established,20
firms,20
give,20
names,20
november,20
operators,20
resolution,20
rule,20
secure,20
source,20
special,20
taking,20
task,20
union,20
want,20
avoid,19
committee,19
education,19
effectively,19
end,19
footing,19
globally,19
high,19
increasing,19
innovative,19
interoperability,19
last,19
legitimacy,19
longer,19
mag,19
makes,19
prevent,19
questions,19
reasonable,19
representation,19
responsibility,19
result,19
significant,19
using,19
additional,18
adequate,18
administration,18
brazil,18
conduct,18
dns,18
enhance,18
expertise,18
facilitate,18
focus,18
forward,18
held,18
increase,18
initiatives,18
likely,18
mandate,18
markets,18
multiple,18
offer,18
opinion,18
physical,18
problem,18
providing,18
reason,18
recent,18
requirements,18
restrictions,18
review,18
share,18
structures,18
threats,18
trusted,18
values,18
adequately,17
african,17
build,17
chinese,17
code,17
commons,17
conditions,17
council,17
covenant,17
department,17
europe,17
file,17
forums,17
governmental,17
history,17
industry,17
involvement,17
legislation,17
life,17
limit,17
march,17
models,17
mse,17
positive,17
preserve,17
progress,17
propose,17
purposes,17
put,17
real,17
reality,17
regard,17
responsible,17
servers,17
shared,17
specifically,17
traditional,17
worldwide,17
wsis,17
wto,17
accordance,16
addressing,16
aim,16
although,16
aspects,16
bottom-,16
brazilian,16
call,16
choice,16
clearly,16
communicate,16
concern,16
coordination,16
corporate,16
creating,16
definition,16
engage,16
five,16
formal,16
foster,16
generally,16
host,16
implemented,16
increased,16
institutional,16
interoperable,16
news,16
norms,16
policy-making,16
reflect,16
risk,16
setting,16
staff,16
strengthen,16
term,16
tools,16
treaty,16
when,16
wide,16
2012,15
act,15
allows,15
america,15
apc,15
applied,15
broadband,15
coalition,15
consider,15
consideration,15
criteria,15
define,15
domestic,15
evolve,15
examples,15
fora,15
guidelines,15
hardware,15
higher,15
improved,15
includes,15
increasingly,15
multistakeholderism,15
practical,15
promotion,15
question,15
remains,15
research,15
secretary,15
shall,15
sharing,15
smos,15
speech,15
sufficient,15
suggest,15
sustainable,15
veto,15
2010,14
acts,14
authorities,14
balance,14
comply,14
concerned,14
conference,14
continued,14
direct,14
encryption,14
enhanced,14
establishment,14
express,14
extent,14
far,14
find,14
foreign,14
goal,14
guide,14
health,14
judicial,14
latin,14
meet,14
more,14
mutual,14
neutral,14
never,14
organisation,14
organisations,14
presented,14
run,14
section,14
sectors,14
separate,14
series,14
small,14
smo,14
successful,14
telecommunications,14
with,14
yet,14
2011),13
absence,13
according,13
area,13
attacks,13
back,13
beyond,13
binding,13
calls,13
cctlds,13
clinton,13
corporations,13
cybersecurity,13
decentralized,13
described,13
dnsa,13
early,13
effort,13
facebook,13
force,13
found,13
geneva,13
guarantee,13
indeed,13
independence,13
instead,13
institute,13
keep,13
line,13
location,13
necessarily,13
negative,13
ongoing,13
outreach,13
past,13
plan,13
publicly,13
range,13
recognition,13
represent,13
resource,13
respected,13
respective,13
robust,13
seen,13
sessions,13
since,13
situation,13
success,13
summit,13
transnational,13
TRUE,13
vital,13
voluntary,13
washington,13
(see,12
academic,12
adopt,12
adoption,12
affected,12
africa,12
allowing,12
american,12
approaches,12
because,12
collaborative,12
connect,12
consumers,12
discrimination,12
discuss,12
dispute,12
diverse,12
done,12
equally,12
evolving,12
exist,12
experts,12
final,12
flows,12
further,12
gaps,12
goods,12
hard,12
improvements,12
involve,12
know,12
limitations,12
llaboratory,12
long,12
monitoring,12
natural,12
negotiations,12
ngos,12
obligations,12
offers,12
operate,12
outside,12
paragraph,12
position,12
president,12
provisions,12
regime,12
regions,12
relation,12
responsibilities,12
said,12
scale,12
september,12
sets,12
she,12
supported,12
supporting,12
third,12
threat,12
views,12
voices,12
what,12
year,12
2013,11
acceptable,11
accessed,11
activity,11
advance,11
affect,11
agencies,11
aimed,11
alone,11
along,11
associated,11
awareness,11
bits,11
characteristics,11
cloud,11
complex,11
concept,11
conducted,11
considering,11
continues,11
corporation,11
dealing,11
demands,11
disclosure,11
domains,11
effect,11
effects,11
encouraged,11
enjoy,11
establishing,11
exercised,11
expanding,11
field,11
four,11
growing,11
initiative,11
inroots,11
instruments,11
interconnected,11
interested,11
interference,11
larger,11
leaders,11
led,11
limits,11
linguistic,11
list,11
little,11
maintain,11
membership,11
metadata,11
methods,11
mobile,11
moreover,11
numerous,11
october,11
operation,11
opinions,11
outlined,11
overall,11
percent,11
produced,11
promoting,11
protections,11
reasons,11
reform,11
reforms,11
requiring,11
results,11
safe,11
shape,11
tax,11
thought,11
tool,11
top,11
traffic,11
understand,11
useful,11
variety,11
white,11
whose,11
women,11
youth,11
-2,10
-1,10
achieved,10
advantage,10
advantages,10
agree,10
analysis,10
annual,10
assure,10
attention,10
behavior,10
censorship,10
center,10
collected,10
collection,10
competent,10
consultation,10
consumer,10
contributed,10
cost,10
defend,10
devices,10
distribution,10
driven,10
easy,10
effectiveness,10
emerging,10
encouraging,10
endorsed,10
engagement,10
engineering,10
entitled,10
face,10
firm,10
flexible,10
formally,10
functioning,10
gac,10
gender,10
goals,10
governed,10
humanity,10
intended,10
isoc,10
itu-t,10
liberties,10
linked,10
look,10
main,10
majority,10
meaningful,10
monopoly,10
mou,10
networking,10
numbers,10
outcome,10
participatory,10
play,10
possibility,10
products,10
reference,10
registry,10
reports,10
representative,10
russia,10
science,10
search,10
should,10
simply,10
spaces,10
stored,10
though,10
types,10
underlying,10
wider,10
[1],9
affordable,9
anyone,9
assigned,9
availability,9
big,9
billion,9
block,9
capability,9
care,9
category,9
charge,9
circumstances,9
collect,9
comes,9
concerning,9
conflict,9
constituencies,9
constitute,9
coordinating,9
creativity,9
cross-border,9
despite,9
disability,9
empowerment,9
enabling,9
enough,9
ever,9
expand,9
explicit,9
expressed,9
facilities,9
facto,9
february,9
follow,9
geographic,9
germany,9
globalizing,9
governing,9
gtlds,9
guided,9
high-level,9
how,9
identify,9
incentives,9
informed,9
initial,9
input,9
inputs,9
institution,9
integrity,9
introduction,9
its,9
learning,9
matter,9
million,9
minimum,9
next,9
nongovernmental,9
ntia,9
office,9
operating,9
perspective,9
pertaining,9
platforms,9
preserving,9
provision,9
receive,9
recommend,9
regardless,9
regulations,9
rely,9
request,9
resilience,9
resiliency,9
responses,9
rirs,9
risks,9
say,9
seeks,9
sense,9
smaller,9
solution,9
sovereign,9
stage,9
storage,9
think,9
thinking,9
throughout,9
topic,9
type,9
unilateral,9
usg,9
via,9
violate,9
voice,9
w3c,9
website,9
widely,9
wikileaks,9
active,8
adopting,8
advocacy,8
allowed,8
alternative,8
always,8
approval,8
ask,8
assistance,8
attempt,8
balanced,8
cdt,8
choices,8
collectively,8
comments,8
comprises,8
computing,8
conclusion,8
connected,8
consortium,8
contents,8
contracts,8
court,8
decades,8
deliver,8
detail,8
detailed,8
dynamic,8
efficient,8
electronic,8
empower,8
enhancing,8
events,8
everywhere,8
expectations,8
extend,8
foundation,8
funded,8
funds,8
generate,8
going,8
govern,8
guiding,8
hand,8
house,8
htm,8
hurts,8
implementing,8
improving,8
inclusiveness,8
indigenous,8
integral,8
interception,8
intermediary,8
internal,8
internationally,8
investment,8
january,8
joint,8
kind,8
known,8
language,8
live,8
located,8
manage,8
managing,8
mean,8
method,8
most,8
navigate,8
neither,8
objectives,8
occur,8
official,8
over,8
ownership,8
participating,8
partnership,8
party,8
performed,8
perspectives,8
players,8
population,8
preparation,8
preparatory,8
preserved,8
probably,8
quality,8
relationship,8
represented,8
resolutions,8
respecting,8
resulting,8
safety,8
scrutiny,8
situations,8
skills,8
solve,8
south,8
stable,8
strategy,8
substantive,8
technically,8
telecom,8
topics,8
truly,8
trying,8
under,8
underpin,8
unique,8
universality,8
urgent,8
uses,8
verisign,8
vision,8
websites,8
2008,7
2009,7
(b),7
(c),7
(igf),7
(including,7
abuse,7
accept,7
acknowledge,7
actor,7
actual,7
advances,7
advice,7
age,7
agents,7
arbitrary,7
asymmetric,7
authorisation,7
becoming,7
began,7
boundaries,7
built,7
carried,7
centers,7
cgi,7
chair,7
changing,7
complete,7
consistently,7
consultations,7
contributing,7
cooperative,7
course,7
creative,7
criminal,7
crucial,7
cultures,7
danger,7
date,7
day,7
deliberation,7
deliberations,7
designed,7
determine,7
draft,7
easier,7
easily,7
educational,7
elaborate,7
emergence,7
emphasis,7
enabler,7
enables,7
enforce,7
engaged,7
enormous,7
evidence,7
executive,7
expense,7
experiment,7
explicitly,7
extending,7
factors,7
filtering,7
focused,7
friendly,7
from,7
gain,7
geographical,7
globe,7
heard,7
highly,7
historically,7
hold,7
html,7
iii,7
impartial,7
impose,7
india,7
inherent,7
inter,7
interact,7
interaction,7
introduced,7
introducing,7
jobs,7
journal,7
july,7
june,7
jurisdiction,7
jurisdictions,7
languages,7
later,7
lawful,7
ldcs,7
leading,7
legislative,7
maintainer,7
marginalized,7
minority,7
modern,7
multi-stakeholderism,7
necessity,7
nevertheless,7
non,7
non-binding,7
non-governmental,7
notice,7
objective,7
obtained,7
officials,7
only,7
option,7
our,7
outline,7
panel,7
parameters,7
path,7
perhaps,7
places,7
points,7
politics,7
powers,7
predictability,7
prepared,7
presence,7
preservation,7
pressure,7
product,7
proper,7
protecting,7
provider,7
rapid,7
referred,7
relationships,7
reliable,7
reveal,7
robustness,7
shaping,7
signed,7
simple,7
sought,7
sound,7
starting,7
statements,7
step,7
steps,7
strengthened,7
successfully,7
suitable,7
summary,7
supervision,7
supports,7
telecommunication,7
test,7
threaten,7
timely,7
times,7
transactions,7
transfer,7
udhr,7
understood,7
university,7
unprecedented,7
update,7
valuable,7
venue,7
version,7
violation,7
vote,7
voting,7
war,7
widespread,7
wolfgang,7
young,7
2005,6
(d),6
(hamburg,6
(speech,6
(wsis),6
abstract,6
actively,6
actually,6
adhere,6
advancement,6
advancing,6
after,6
allocation,6
anywhere,6
appendix,6
approved,6
april,6
assistive,6
associations,6
attempts,6
away,6
became,6
borders,6
broadly,6
camp,6
categories,6
cctld,6
charters,6
chosen,6
clarity,6
close,6
coherent,6
com,6
commit,6
comparable,6
conflicts,6
connection,6
constant,6
constructive,6
contains,6
controlled,6
costs,6
dangers,6
deal,6
decade,6
december,6
decided,6
degree,6
depends,6
deployment,6
deserves,6
desired,6
device,6
dialog,6
direction,6
disagreement,6
disputes,6
don,6
donors,6
during,6
e-commerce,6
each,6
efficiency,6
elements,6
email,6
empowered,6
ensured,6
entire,6
equality,6
event,6
existence,6
expected,6
explored,6
facilitating,6
facing,6
failed,6
failure,6
falls,6
feasible,6
finally,6
flexibility,6
former,6
fourth,6
fulfil,6
fund,6
genuine,6
gives,6
giving,6
governance-related,6
greatest,6
grouping,6
gtld,6
guaranteed,6
hoc,6
home,6
hosting,6
identifiers,6
ietf,6
immediate,6
impacts,6
implementations,6
imposed,6
infringement,6
instance,6
instances,6
instrument,6
integrate,6
intelligence,6
interactions,6
investigation,6
join,6
journalists,6
justify,6
kept,6
kleinwchter,6
lacks,6
largely,6
leadership,6
license,6
light,6
lines,6
link,6
living,6
maintaining,6
managed,6
mentioned,6
monopolies,6
mostly,6
motivation,6
mundial,6
naming,6
narrow,6
nonprofit,6
note,6
obligation,6
options,6
org,6
owned,6
paris,6
participative,6
peoples,6
period,6
permit,6
politically,6
possibly,6
powerful,6
predictable,6
preferential,6
presently,6
priority,6
proceed,6
produce,6
programmes,6
promise,6
proportionate,6
publish,6
published,6
race,6
realisation,6
recently,6
reinforce,6
relatively,6
remarks,6
replace,6
requested,6
revenues,6
safeguard,6
sao,6
seamless,6
short,6
shortcomings,6
shut-,6
sites,6
societal,6
speak,6
spectrum,6
spread,6
stake,6
strengthening,6
supposed,6
swiss,6
tangible,6
territory,6
thanks,6
things,6
training,6
treatment,6
twitter,6
ultimately,6
undermine,6
undertaken,6
vibrant,6
virtual,6
where,6
wipo,6
-3,5
2006,5
-called,5
(icann),5
(isoc),5
[2],5
2014),5
accommodate,5
accordingly,5
accuracy,5
acknowledged,5
adapt,5
additions,5
administrator,5
advanced,5
agency,5
alleged,5
alternatives,5
appear,5
appears,5
applicable,5
applies,5
arab,5
arbitrage,5
architectures,5
arrangement,5
asked,5
assess,5
assist,5
attack,5
attendance,5
august,5
authoritative,5
avoiding,5
background,5
becomes,5
behind,5
beliefs,5
bilateral,5
born,5
bringing,5
brings,5
budget,5
bylaws,5
cables,5
capacity-building,5
capture,5
carefully,5
carry,5
centre,5
claim,5
commonly,5
compliance,5
comprehensive,5
compromise,5
concepts,5
concrete,5
constitution,5
consulting,5
continuous,5
controversy,5
coordinated,5
cover,5
criticism,5
criticized,5
daily,5
dealt,5
defining,5
democratically,5
determination,5
develops,5
differences,5
discriminatory,5
divide,5
documented,5
dominant,5
doubt,5
dynamics,5
earlier,5
egypt,5
elaborated,5
elsewhere,5
emerged,5
engine,5
enshrined,5
ensures,5
enter,5
enterprises,5
entries,5
equipment,5
essence,5
except,5
exceptions,5
exists,5
expansion,5
experience,5
expert,5
explain,5
external,5
favor,5
feel,5
figure,5
forces,5
formats,5
formed,5
foundations,5
frame,5
frontiers,5
generated,5
get,5
globalized,5
gni,5
grand,5
granted,5
grounds,5
grow,5
guidance,5
handle,5
handling,5
hands,5
happen,5
highlight,5
identity,5
illegal,5
illegitimate,5
implies,5
inadequate,5
incident,5
indiscriminate,5
influences,5
informatics,5
initially,5
inter-governmental,5
interesting,5
internet;,5
involves,5
isoc-yemen,5
issued,5
job,5
laid,5
layers,5
liability,5
listed,5
locally,5
long-term,5
low,5
maintained,5
maintenance,5
makers,5
massive,5
materials,5
maximize,5
measure,5
memorandum,5
mind,5
minister,5
mission,5
modalities,5
moving,5
nearly,5
noted,5
obviously,5
offered,5
offering,5
openly,5
operated,5
operator,5
opposed,5
other,5
overcome,5
partners,5
pass,5
penetration,5
permanent,5
posed,5
positions,5
potentially,5
previous,5
previously,5
primarily,5
prior,5
priorities,5
privilege,5
procedural,5
proceedings,5
prohibit,5
promoted,5
proportionality,5
proposes,5
protocol,5
publishing,5
radio,5
reached,5
realize,5
really,5
reap,5
reasonably,5
reasoned,5
recognising,5
recommendation,5
reduce,5
reducing,5
regimes,5
registrars,5
relate,5
relations,5
representing,5
represents,5
resilient,5
resolve,5
respectful,5
restrict,5
revelations,5
round,5
seeking,5
seem,5
seems,5
selection,5
serious,5
seriously,5
site,5
sometimes,5
sources,5
specialized,5
specified,5
stands,5
start,5
stipulated,5
structured,5
struggle,5
submit,5
submitted,5
substantial,5
succeed,5
suggested,5
suggests,5
summits,5
switzerland,5
tailored,5
takes,5
talk,5
tasks,5
techniques,5
text,5
theory,5
thereby,5
those,5
threatened,5
took,5
transformative,5
transformed,5
trillion,5
try,5
tsb,5
turn,5
unctad,5
undue,5
urgently,5
valid,5
versus,5
violations,5
wall,5
whatever,5
whilst,5
whole,5
wish,5
-2012,4
-1976,4
1997,4
1998,4
2015,4
(internet,4
(itu),4
(ntia),4
[3],4
//en,4
abusive,4
academics,4
achieving,4
acting,4
advocates,4
affairs,4
ago,4
aims,4
alia,4
angeles,4
announced,4
annually,4
answer,4
api,4
arises,4
articles,4
aspect,4
assert,4
assessment,4
assignment,4
assimilated,4
authorized,4
bad,4
baidu,4
balances,4
base,4
beginning,4
behaviors,4
believes,4
beneficial,4
blocked,4
blocking,4
boston,4
both,4
broadcasting,4
broaden,4
brought,4
brussels,4
camps,4
carries,4
catalyst,4
caused,4
censor,4
centralization,4
centralized,4
certify,4
character,4
check,4
choose,4
claims,4
closer,4
codes,4
combined,4
compared,4
competence,4
competing,4
completely,4
complying,4
computer,4
computers,4
confidence,4
connective,4
connectivity,4
consequences,4
considerable,4
considerations,4
consistency,4
constituency,4
constitutional,4
contain,4
containing,4
convergence,4
conversation,4
coordinate,4
counsel,4
crime,4
crisis,4
critics,4
crossroads,4
cstd,4
cybercrime,4
day--day,4
decentralised,4
decide,4
defense,4
deficits,4
demonstrated,4
depend,4
dependent,4
details,4
developments,4
difficulty,4
disclose,4
dissemination,4
distinct,4
dnsrelated,4
doc,4
dominance,4
drafting,4
draw,4
e-mail,4
eco-system,4
edited,4
edward,4
elected,4
emerge,4
emphasize,4
empowering,4
enabled,4
end--end,4
engaging,4
english,4
enjoyment,4
entry,4
evaluated,4
everything,4
evolved,4
exactly,4
excluding,4
expanded,4
experienced,4
experiences,4
explained,4
extended,4
fails,4
fairly,4
fall,4
family,4
fear,4
fee,4
fiber,4
fight,4
firmly,4
fixed,4
focuses,4
focusing,4
follows,4
formation,4
formulate,4
forth,4
foss,4
foss-based,4
fragmentation,4
framing,4
france,4
frequent,4
frequently,4
function;,4
functionality,4
furthermore,4
g-20,4
gap,4
gathered,4
gathering,4
gats,4
geographically,4
goes,4
gone,4
grew,4
grows,4
guarantees,4
happened,4
hearing,4
hence,4
heritage,4
hillary,4
hope,4
hubs,4
iahc,4
ideal,4
identification,4
identifier,4
igfs,4
immense,4
imperative,4
impossible,4
improvement,4
independently,4
industries,4
influenced,4
infringe,4
internationalised,4
internetgovernance,4
interventions,4
involving,4
irp,4
john,4
kenya,4
largest,4
late,4
launched,4
layer,4
leaves,4
left,4
legally,4
lessons,4
let,4
lives,4
lobbies,4
logical,4
los,4
lose,4
lot,4
man,4
meant,4
meanwhile,4
medical,4
mediums,4
mention,4
merely,4
messaging,4
military,4
mining,4
mixed,4
mueller,4
multi,4
national/regional,4
negotiated,4
newcomers,4
newer,4
nigeria,4
non-government,4
non-profit,4
nothing,4
notification,4
notion,4
novel,4
numbering,4
observatory,4
observe,4
occurs,4
org/,4
organize,4
orientation,4
original,4
otherwise,4
owners,4
papers,4
pay,4
pco,4
peace,4
peaceful,4
performance,4
phase,4
phones,4
playing,4
pleased,4
poor,4
portions,4
precedent,4
prepare,4
preventing,4
proactive,4
production,4
profit,4
programs,4
progressive,4
projects,4
proprietary,4
publishes,4
quite,4
raise,4
raised,4
rate,4
reaching,4
readily,4
received,4
recognised,4
recognizing,4
recommended,4
records,4
recourse,4
redress,4
refer,4
reflection,4
regards,4
registrations,4
regularly,4
regulated,4
regulators,4
rejected,4
relating,4
religious,4
reserved,4
respects,4
respond,4
restricted,4
revealed,4
rich,4
rights-based,4
rise,4
road,4
sabotage,4
safeguards,4
scientific,4
sections,4
shut,4
signatories,4
slow,4
soft,4
solving,4
someone,4
sovereignties,4
specifications,4
speed,4
standardization,4
stating,4
steering,4
store,4
strength,4
stress,4
strict,4
stronger,4
studies,4
study,4
subjects,4
sufficiently,4
suggestions,4
suppliers,4
supporters,4
table,4
tariffs,4
teams,4
technique,4
their,4
theme,4
themes,4
top-level,4
trade-based,4
traditionally,4
transatlantic,4
treated,4
tried,4
trips,4
typically,4
unconnected,4
undermines,4
undersigned,4
undertake,4
unequal,4
unesco,4
unless,4
upholds,4
usa,4
usage,4
ustr,4
utility,4
vetoed,4
viewed,4
vii,4
violence,4
vulnerable,4
welcome,4
welfare,4
whenever,4
whereby,4
willing,4
worked,4
works,4
workshops,4
worst,4
worth,4
wunsch-vincent,4
xmpp,4
zone;,4
-2014,3
-5,3
0.75,3
565,3
1994,3
1999,3
2001,3
2002,3
2003,3
2004,3
-kind,3
(cgi,3
(dns),3
(dnsa),3
(e),3
(foss),3
(ietf),3
(ig),3
(like,3
(udhr),3
[5],3
//bestbits,3
//news,3
//tinyurl,3
1998),3
2010),3
2011/64,3
23-24,3
28-29,3
abilities,3
academy,3
acceptance,3
accepting,3
accompanying,3
accords,3
accounts,3
accurately,3
acknowledgment,3
afford,3
align,3
almost,3
ambassador,3
amendment,3
amongst,3
anonymous,3
anymore,3
apec,3
applying,3
architectonic,3
archon,3
arno,3
articulated,3
artificial,3
asking,3
aspire,3
assume,3
attached,3
attempting,3
attended,3
attractive,3
author,3
autonomy,3
backdoors,3
bandwidth,3
bar,3
behaviour,3
belongs,3
billions,3
bottom,3
br),3
breakthrough,3
broadening,3
builds,3
candidates,3
capabilities,3
capable,3
causes,3
caution,3
centralisation,3
century,3
certainly,3
challenged,3
chance,3
channel,3
characterize,3
characterized,3
children,3
cite,3
cited,3
citizenship,3
clearing,3
closely,3
coherence,3
collaboratively,3
collecting,3
combine,3
coming,3
commitment,3
commitments,3
committed,3
committees,3
committing,3
commodification,3
communicating,3
communications;,3
communique,3
comparison,3
competitive,3
compilation,3
complaints,3
complementary,3
completed,3
complexity,3
component,3
comprehensible,3
concentration,3
concert,3
conclusions,3
conducting,3
confidentiality,3
confusing,3
congress,3
connections,3
consensual,3
considers,3
consociational,3
consolidate,3
constantly,3
contemporary,3
contend,3
continuing,3
continuity,3
continuously,3
contrary,3
controlling,3
convene,3
convened,3
convening,3
conventions,3
cooperate,3
copyright,3
correctly,3
costly,3
courts,3
creators,3
credible,3
culturally,3
customers,3
damage,3
dangerous,3
databases,3
david,3
deauville,3
debated,3
debates,3
declared,3
decreasing,3
deep,3
defending,3
defines,3
definitions,3
delay,3
delegated,3
deletions,3
delivery,3
demand,3
democratising,3
demonstrate,3
deployed,3
derived,3
designing,3
desirable,3
desire,3
destroyed,3
determined,3
devolve,3
difference,3
dimensions,3
diplomatic,3
directing,3
directives,3
director,3
disadvantaged,3
disadvantages,3
discussing,3
disproportionate,3
disruption,3
disruptive,3
diversify,3
documentation,3
dollars,3
dominate,3
double,3
dramatically,3
drawing,3
drawn,3
dual,3
duly,3
ecosoc,3
efficiencies,3
efficiently,3
elaboration,3
element,3
eleven,3
else,3
embodied,3
emphasized,3
enact,3
encourages,3
endless,3
endorse,3
enforceable,3
enforced,3
engineers,3
enriched,3
entered,3
enumerated,3
environmental,3
envision,3
equity,3
erosion,3
ethical,3
eventually,3
exceed,3
excess,3
exchanges,3
exclusive,3
exercising,3
expands,3
expensive,3
expires,3
exploring,3
explosion,3
expressing,3
factor,3
fairness,3
fashion,3
federal,3
figures,3
files,3
finance,3
finances,3
follow-,3
followed,3
formulation,3
fostering,3
founded,3
fragmented,3
fragments,3
fraud,3
friends,3
fulfill,3
functionalities,3
fundamentally,3
fundamentals,3
furthering,3
gave,3
generation,3
generic,3
geography,3
geopolitical,3
great,3
gross,3
grounded,3
guise,3
gunnarson,3
handled,3
harbors,3
harm,3
have,3
heavy,3
highlighted,3
hosted,3
huge,3
identified,3
identifying,3
igp,3
imbalance,3
impacted,3
impairment,3
impart,3
implications,3
imposing,3
incidents,3
inclusivity,3
income,3
inconsistent,3
incorporate,3
incorporated,3
incorporating,3
incorporation,3
increases,3
indispensable,3
individually,3
inequitable,3
inform,3
infringes,3
injustice,3
innovate,3
inspiration,3
int,3
integrated,3
intelligent,3
intellition,3
interconnection,3
interconnectivity,3
interfere,3
interferes,3
internationalize,3
intervention,3
invasion,3
invasive,3
invasiveness,3
invested,3
investments,3
invitation,3
invited,3
irreconcilable,3
irrespective,3
isoc-bd,3
isolated,3
issues;,3
jointly,3
jones,3
keeping,3
keeps,3
kinds,3
kingdom,3
knowledge;,3
latter,3
laying,3
leads,3
learn,3
leaving,3
legality,3
liberalization,3
lies,3
links,3
logistics,3
looks,3
lower,3
machines,3
magnitude,3
mainly,3
mandates,3
mankind,3
marginalised,3
material,3
meaning,3
memory,3
men,3
mental,3
mentoring,3
messages,3
methodology,3
millions,3
milton,3
minimal,3
miriam,3
missions,3
mistake,3
mobilize,3
money,3
monopolistic,3
monopolization,3
months,3
move,3
movements,3
multilingualism,3
multinational,3
nairobi,3
namely,3
nationally,3
navigating,3
nccr-trade,3
near,3
negotiate,3
newcomer,3
ngo,3
non-state,3
non-transparent,3
nor,3
